x,y,z,qx,qy,qz,qw,time
-0.0354856637956079,-0.579097976047385,0.62559353345309,0.376816105909593,0.731894474621428,-0.308221656297657,0.476801332773812,0.1
-0.0354765710858196,-0.57908687699776,0.62558535323972,0.376829074010994,0.73188430683793,-0.30820399755324,0.476818106070418,0.107292954264524
-0.0354820354933744,-0.579100361752168,0.625593698804884,0.376808218169235,0.731892071838541,-0.30823497580897,0.476802644275446,0.114585908529048
-0.0354814634023801,-0.579076977274211,0.625579485111534,0.37683380357061,0.731890259186806,-0.308200581804142,0.476807439507361,0.121878862793572
-0.0354732502676965,-0.579099018660338,0.625592658461756,0.376847105223943,0.731872588203788,-0.308216941336331,0.476813476103078,0.129171817058096
-0.0354755493712526,-0.579126348898329,0.625611138377827,0.376781412692111,0.731879217947371,-0.308249036069215,0.476834467240868,0.136464771322621
-0.0354785343152033,-0.579106265844123,0.625599321821684,0.376803304325158,0.731890981942785,-0.308227571958914,0.476812986698957,0.143757725587145
-0.0354847052729604,-0.579097095451511,0.625591185910381,0.376844370173781,0.731887584464338,-0.308217511319185,0.476792250452429,0.151050679851669
-0.0354807817011215,-0.579097110423451,0.625592940180931,0.376823503387277,0.731898232865158,-0.308206823236307,0.476799305929005,0.158343634116193
-0.035481627698063,-0.579090601790442,0.625588221406077,0.376836774890813,0.7318866322697,-0.308209116837543,0.476805141428897,0.165636588380717
-0.0354771427618357,-0.579105843467044,0.625597648489299,0.376819328533569,0.731874473157575,-0.308223491981884,0.476828300517414,0.172929542645241
-0.0354712662604662,-0.579105301019397,0.62559727036335,0.376820830883381,0.731878055747859,-0.308207799613132,0.476831757735077,0.180222496909765
-0.0354886184415075,-0.579074165857967,0.625579313858565,0.376840526472345,0.731901583904784,-0.308193903649309,0.476789059059785,0.187515451174289
-0.0354820303437636,-0.579105588111688,0.625598361384942,0.376802167125362,0.731897891178396,-0.308220191953359,0.476808050488329,0.194808405438813
-0.0354794013768305,-0.579107248075573,0.625598684192062,0.376815459178448,0.731884993005677,-0.308225618454027,0.476813836697141,0.202101359703337
-0.0354747378276407,-0.579092392713133,0.625588036131318,0.376819757071228,0.731884163437143,-0.30822086552532,0.476814785892296,0.209394313967862
-0.0354828577101915,-0.579092025953917,0.625590011323855,0.376809576407941,0.731891383792509,-0.308228005390251,0.476807133074475,0.216687268232386
-0.0354753122919015,-0.579094914305985,0.625591399090899,0.376822556463155,0.731885566004965,-0.308200255347189,0.476823742926139,0.22398022249691
-0.0354767771491905,-0.579093201908244,0.625590283497881,0.37683079688743,0.731883677810331,-0.308214925922001,0.476810645970602,0.231273176761434
-0.035480995498833,-0.579088346783312,0.625587547971322,0.376818889902864,0.731897128406024,-0.308199163453371,0.476809598571622,0.238566131025958
-0.0354780323231177,-0.579076600498551,0.625577526714149,0.376855939424654,0.731873605550195,-0.308217465842682,0.476804593275731,0.245859085290482
-0.0354778726682072,-0.579079897838662,0.625579813031654,0.376857200250043,0.731873974222302,-0.308207533309513,0.476809451339859,0.253152039555006
-0.0354769537190921,-0.579109972663435,0.625600203376816,0.376795487096994,0.731884791518374,-0.308230975861816,0.476826465673538,0.26044499381953
-0.0354862589581009,-0.579082687403415,0.62558569340275,0.376823976103818,0.731904604382286,-0.308192188795891,0.47679861145196,0.267737948084054
-0.0354798798785168,-0.579105530174887,0.625597094022678,0.37682405821104,0.731880425590412,-0.308220076481159,0.476817634158919,0.275030902348579
-0.0354833852653013,-0.579098382864579,0.625592685192774,0.376830768295925,0.731887454739288,-0.308223358928987,0.476799419747217,0.282323856613103
-0.035471451956276,-0.579093854036052,0.625587720337351,0.376855495440875,0.731865166217403,-0.308218210337139,0.476817416680803,0.289616810877627
-0.0354859008701189,-0.579079730010196,0.625581268707917,0.376826507481526,0.731896675031611,-0.308210951748662,0.476796654307821,0.296909765142151
-0.0354798771004603,-0.579097202135484,0.625592763421325,0.376805039588469,0.731890520033074,-0.308220175102952,0.476817105907448,0.304202719406675
-0.0354781689768685,-0.57911945559065,0.625606260992623,0.376807105408385,0.731876485902566,-0.308233866131359,0.476828164506232,0.311495673671199
-0.0354843796594966,-0.579090295747906,0.625587558668165,0.376843993517988,0.731884158593323,-0.308207151673214,0.476804503551553,0.318788627935723
-0.0354787016134134,-0.579095044432048,0.625591330599212,0.376821465668125,0.73188417067787,-0.308211376436373,0.476819558279742,0.326081582200247
-0.0354743128410099,-0.579099070322473,0.625591599398392,0.376842179111797,0.731871331237069,-0.308227862675663,0.476812238964086,0.333374536464771
-0.0354733405873416,-0.579108487927443,0.625598760166302,0.376810472201424,0.731876351306658,-0.308235817126524,0.476824449328824,0.340667490729295
-0.0354757347874445,-0.579100803603058,0.625595267757176,0.376821234750174,0.731882722209306,-0.308214793656854,0.476819755194679,0.34796044499382
-0.0354784600178132,-0.579082934183853,0.625582574712397,0.376829588960221,0.731891174854477,-0.308206675555046,0.476805425931282,0.355253399258344
-0.0354762084849433,-0.579092033215537,0.625589044285209,0.376837912043049,0.731876523273037,-0.30820571062043,0.476821961186524,0.362546353522868
-0.0354849241557353,-0.579071379355779,0.625577355050864,0.376828316520844,0.731902780887737,-0.308188504610853,0.476800361600733,0.369839307787392
-0.0354776920442173,-0.579086118783134,0.625584700396318,0.376824399140252,0.731883200641931,-0.308214634734055,0.476816622787487,0.377132262051916
-0.0354774717119913,-0.579106214092106,0.62560038085981,0.376812593046739,0.731889993184655,-0.308213808594893,0.476816060749833,0.38442521631644
-0.0354802712017828,-0.57911609397567,0.625606353884291,0.376809708211631,0.731893997485243,-0.308221364808976,0.476807309631291,0.391718170580964
-0.0354778434343719,-0.57909846024845,0.625593848086193,0.376815757432828,0.731890471617278,-0.30821364972288,0.476812928338426,0.399011124845488
-0.0354758656300486,-0.579108666740522,0.625599179267936,0.376812059568461,0.731880419491176,-0.308235954182673,0.476816861990316,0.406304079110012
-0.0354725673494392,-0.579093136199477,0.625589620984391,0.376827135856494,0.731880526486858,-0.308203826694994,0.476825550743743,0.413597033374536
-0.0354785806813618,-0.579093425033033,0.625589308801627,0.376834585532564,0.731882701258875,-0.30820923000395,0.476812832550556,0.420889987639061
-0.0354718523315054,-0.579100512185341,0.625593529719935,0.376832580214727,0.731870707953316,-0.308209376872118,0.476832730983018,0.428182941903585
-0.0354710364069967,-0.579121462145333,0.625607094908804,0.376808791406947,0.731875260191774,-0.308228863218457,0.476831947458135,0.435475896168109
-0.0354783399255867,-0.579102046341717,0.625595031523037,0.376823962943572,0.731874279651152,-0.308234284791747,0.476817958360976,0.442768850432633
-0.0354768552758549,-0.579106574231252,0.625598905354083,0.376804721224655,0.73188535590191,-0.308231563249943,0.476817922582238,0.450061804697157
-0.0354772509852674,-0.579107190160275,0.625597416890821,0.376824088631473,0.731874355027386,-0.308234142676091,0.476817835204433,0.457354758961681
-0.0354743452537693,-0.579103523315824,0.625595815989114,0.376811946004877,0.731880511483674,-0.308217771070863,0.476828564428058,0.464647713226205
-0.0354776907903318,-0.579096641987179,0.625592244760794,0.376819827785966,0.731883575551555,-0.308221735720836,0.476815069869295,0.471940667490729
-0.0354723689269723,-0.579099328983335,0.625592102256589,0.376846289865306,0.731865734475972,-0.308214519044089,0.476826206038554,0.479233621755253
-0.0354802526781681,-0.579085500122736,0.625585673137582,0.376845783831092,0.731884359794708,-0.308198742083155,0.476808215611875,0.486526576019778
-0.0354834198968651,-0.579060992183031,0.625570220791387,0.376849661991542,0.731898349489731,-0.30818606827155,0.476791868213366,0.493819530284302
-0.0354834915539922,-0.579087407144028,0.625584869026546,0.376839778983846,0.731885074354235,-0.308213245336748,0.476802489833989,0.501112484548826
-0.0354784388175509,-0.579088889035771,0.625586624434932,0.376799803910553,0.731902209331851,-0.308210365847839,0.476809641400072,0.50840543881335
-0.0354755080014834,-0.579099416469034,0.625592844673375,0.376823684800361,0.731869688668347,-0.308227148675313,0.476829837784362,0.515698393077874
-0.0354789478235817,-0.579091212503703,0.625588982824358,0.376822844291204,0.731885384500356,-0.30821832488244,0.476812114130625,0.522991347342398
-0.035481068731854,-0.579084966000487,0.625585043177993,0.376815883121339,0.73189054698882,-0.308213507605008,0.476812805182191,0.530284301606922
-0.0354775360667949,-0.579099130527165,0.625591787372294,0.376842010663081,0.731873959324997,-0.308221478062352,0.476812465359724,0.537577255871446
-0.0354774288438853,-0.579090534888491,0.625590747569974,0.376798935700219,0.731900431430604,-0.308196674287135,0.476821906465327,0.54487021013597
-0.0354711778860515,-0.579095855884425,0.625590169250304,0.376808947866152,0.73188289762832,-0.308212602261657,0.47683061224535,0.552163164400495
-0.0354787337491879,-0.579092212032936,0.625589463455216,0.376821875449189,0.731889665585517,-0.308217329673555,0.476806951795985,0.559456118665019
-0.0354745194886939,-0.579099386805761,0.62559336954496,0.376833123841115,0.731878708493037,-0.30820895061507,0.476820296958371,0.566749072929543
-0.0354790072797219,-0.57911708220737,0.625604252583574,0.376795385827892,0.73188101604812,-0.30825701074266,0.476815510334113,0.574042027194067
-0.0354774704921138,-0.579108789489087,0.625598775919642,0.376800472266323,0.731884310203364,-0.308241802391636,0.476816266329471,0.581334981458591
-0.0354758946479453,-0.579125686130416,0.625610828502662,0.376811476784568,0.731869520916418,-0.308241826801395,0.476830254416752,0.588627935723115
-0.0354691446299112,-0.579141848725406,0.625618807549822,0.376782295750923,0.731864070899589,-0.308275042786128,0.476840205236676,0.595920889987639
-0.0354708095225663,-0.579147554027998,0.625624116073808,0.376777638908173,0.731868869814507,-0.308271641387955,0.476838718364181,0.603213844252163
-0.0354639327997026,-0.57916974226816,0.625637759790475,0.376779572973586,0.731848967205906,-0.308281316959509,0.476861481148564,0.610506798516687
