joint_0,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6
-0.00983557327065125,-0.4368329073528917,-0.003965999471184706,-1.5752212022334464,0.000843210100474658,1.1336140193610542,-0.00012535500103214524
-0.009834973968219347,-0.436831768852804,-0.003984155585977812,-1.575226355427146,0.0008202003777480657,1.1336179741680563,-0.00012535500103214524
-0.009834674426086473,-0.43683134942836815,-0.003992484624417564,-1.575229051851757,0.0008093665954821613,1.1336194722059698,-0.00012505534981619346
-0.009847078044748084,-0.4368311097728452,-0.004020767357696897,-1.5752504436979005,0.0007927803825346087,1.1336200713993188,-0.00012505534981619346
-0.009855107541054961,-0.4368311097728452,-0.004036167052185713,-1.5752608699676025,0.0007892331753628554,1.1336197717481027,-0.00012535500103214524
-0.009864095659453499,-0.4368312295460651,-0.004049709280018093,-1.5752700978506071,0.0007887537334173326,1.1336196518657997,-0.00012535500103214524
-0.00987560054263341,-0.4368312295460651,-0.00406265220541857,-1.5752809435447452,0.0007889455451021267,1.1336189927858409,-0.00012535500103214524
-0.00988992173272757,-0.4368312295460651,-0.004076074550947954,-1.5752948453104034,0.0007904795149817046,1.133618693134625,-0.00012571453885805607
-0.009927791886837345,-0.4368314693106711,-0.004106694280095708,-1.5753306781198608,0.0007923969336979456,1.1336179741680563,-0.00012571453885805607
-0.00995158050637587,-0.4368314693106711,-0.004124071432627032,-1.5753501525036546,0.0007938350850015889,1.1336179741680563,-0.00012571453885805607
-0.009977945777305732,-0.4368314693106711,-0.004141688240681272,-1.5753697466606682,0.0007947937943597093,1.1336173149790143,-0.00012571453885805607
-0.010036129273164076,-0.436831589083891,-0.004175004394440279,-1.5754134291975195,0.0007977659155429305,1.1336169554411883,-0.00012571453885805607
-0.010069505313533041,-0.4368314693106711,-0.0041917223579297416,-1.5754385361951417,0.0007990122551617797,1.1336166558990555,-0.0001258943077710115
-0.010105098467467431,-0.436831589083891,-0.004209578821506896,-1.5754647216971587,0.0008007380367261517,1.1336161165923166,-0.0001260140809909296
-0.010142249545925382,-0.43683170896619405,-0.004228933322997652,-1.5754918060437402,0.000803422353115719,1.1336156371721877,-0.0001260140809909296
-0.010225479934629862,-0.436831589083891,-0.004269679779714711,-1.575548371619382,0.0008088873280695636,1.1336146185544032,-0.000126193849903885
-0.010269222358091048,-0.43683170896619405,-0.00429017278129316,-1.5755777329661391,0.0008120510864046537,1.133614318903187,-0.000126193849903885
-0.010313564083984138,-0.43683170896619405,-0.004310605896261649,-1.5756079331617678,0.0008155984681093322,1.1336138395921413,-0.000126193849903885
-0.01035982316314362,-0.436831589083891,-0.004331518322275966,-1.5756394517354804,0.0008185704147596281,1.1336134201677055,-0.00012637361881684043
-0.010405243393431365,-0.436831589083891,-0.004353629244071013,-1.5756727677801563,0.0008200085660632715,1.1336131205164894,-0.000126193849903885
-0.010450004434677246,-0.43683134942836815,-0.004377537745912535,-1.575707881623045,0.0008200085660632715,1.1336125213231407,-0.00012655338772979584
-0.01054102466416569,-0.4368311097728452,-0.0044329648214665885,-1.575781524700002,0.0008206796451606632,1.13361120305414,-0.00012655338772979584
-0.010585785705411572,-0.43683093000393225,-0.004463225012788431,-1.5758201738163735,0.0008206796451606632,1.1336104839784882,-0.00012655338772979584
-0.010631865015658099,-0.4368305105794964,-0.004493964515156103,-1.5758612797018334,0.0008204880080087943,1.1336095851339234,-0.00012655338772979584
-0.010678423746033535,-0.4368302708148904,-0.004525243324262642,-1.57590418316734,0.0008211590871061861,1.1336089859405747,-0.00012667327003279219
-0.01072414362753723,-0.4368299113861476,-0.004557420977933956,-1.5759470268553193,0.0008213508987909803,1.1336083867472257,-0.00012667327003279219
-0.010771241555568455,-0.43682967162154157,-0.004589898173738146,-1.5759908291653904,0.0008211590871061861,1.133607547898354,-0.00012667327003279219
-0.0108661565963658,-0.4368293720794087,-0.004654373363383773,-1.5760815497436629,0.0008240353897134727,1.1336061696336603,-0.00012667327003279219
-0.010915112209219617,-0.4368291923104958,-0.004687150210403912,-1.576129067205213,0.000827582596885226,1.1336053307847886,-0.00012667327003279219
-0.010963108981815616,-0.4368291923104958,-0.004721604864250611,-1.5761787417846356,0.0008335268392516683,1.1336044319402239,-0.00012667327003279219
-0.011009787594494048,-0.43682907242819274,-0.004757317791404919,-1.576226379128489,0.0008409090583888287,1.1336031136712232,-0.00012679315233578856
-0.011057424829264138,-0.43682907242819274,-0.004793510247771212,-1.576274316014475,0.0008501130521992209,1.1336026942467874,-0.00012679315233578856
-0.011105002286507347,-0.4368291323148027,-0.004831020864055075,-1.5763240504805074,0.0008627682600725065,1.1336025144778743,-0.00012679315233578856
-0.011199437907175787,-0.43682895254588977,-0.004911914365974212,-1.5764233398618257,0.0009002549653456163,1.1336022148266585,-0.00012703280785870304
-0.011244678368550575,-0.43682895254588977,-0.004953140024654023,-1.576473433865684,0.0009247028393758521,1.1336020950534385,-0.00012703280785870304
-0.011288301018791844,-0.43682895254588977,-0.004995803943720554,-1.5765223294828448,0.0009508763204375347,1.1336019751711355,-0.00012715258107862115
-0.011331623908734082,-0.43682895254588977,-0.00503996579161761,-1.5765724834823964,0.0009774334248688055,1.1336019751711355,-0.00012715258107862115
-0.011373448869845796,-0.43682895254588977,-0.0050843672950375805,-1.5766228172508607,0.0010043739781367396,1.1336017954022226,-0.0001272724633816175
-0.011413056717392085,-0.4368288327726698,-0.005130027180848239,-1.5766723720570635,0.0010332319501209148,1.1336017954022226,-0.00012757211459756929
